"annotation_id","annotator","created_at","has_damage","id","images","layer","lead_time","updated_at"
145,"1","2026-05-23T17:52:15.371811Z","",145,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1635.png","[{""x"":26.76190476190476,""y"":15.357142857142858,""width"":49.142857142857096,""height"":47.071428571428555,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",21.757,"2026-05-23T17:52:15.371821Z"
146,"1","2026-05-23T17:52:43.453994Z","",146,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1636.png","[{""x"":64.01521555367711,""y"":43.09974640743871,""width"":8.396731473654567,""height"":6.8047337278106275,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.857142857142815,""y"":18.428571428571423,""width"":54.19047619047623,""height"":49.7142857142857,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.718,"2026-05-23T17:52:43.454006Z"
147,"1","2026-05-23T17:53:08.484963Z","",147,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1637.png","[{""x"":48.20048984546021,""y"":42.051238702126284,""width"":5.72208856232529,""height"":4.161518954418356,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.79706933166663,""y"":27.70089878724103,""width"":23.26699585484756,""height"":32.644568328664505,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.672,"2026-05-23T17:53:08.484973Z"
148,"1","2026-05-23T17:53:30.497171Z","",148,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1638.png","[{""x"":41.71428571428567,""y"":20.785714285714292,""width"":41.04761904761895,""height"":60.14285714285713,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",21.676,"2026-05-23T17:53:30.497181Z"
149,"1","2026-05-23T17:53:56.888269Z","",149,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1639.png","[{""x"":69.5118451568155,""y"":58.167371090448015,""width"":4.7250579794959275,""height"":5.006827492034589,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":48.28571428571427,""y"":23.642857142857142,""width"":26.00000000000004,""height"":41.14285714285714,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",26.056,"2026-05-23T17:53:56.888279Z"
150,"1","2026-05-23T17:54:24.280317Z","Registraion number has defect",150,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1640.png","[{""x"":52.10904313407717,""y"":57.48608492099615,""width"":5.9354997907570235,""height"":5.1768895646910895,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.990646586003805,""y"":22.08582382569632,""width"":24.39030579494833,""height"":42.4141761743034,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.01,"2026-05-23T17:54:24.280328Z"
151,"1","2026-05-23T17:54:59.880648Z","",151,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1641.png","[{""x"":41.40941110171879,""y"":52.736263736263744,""width"":8.22766976613122,""height"":6.466610312764121,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":41.42857142857144,""y"":3.9285714285714293,""width"":36.19047619047617,""height"":56.714285714285786,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.882,"2026-05-23T17:54:59.880658Z"
152,"1","2026-05-23T17:55:35.027487Z","Registraion number has defect",152,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1642.png","[{""x"":71.19582981121444,""y"":44.87700760777684,""width"":9.805579036348245,""height"":7.52324598478435,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.619047619047585,""y"":18.214285714285708,""width"":59.8095238095238,""height"":55.49999999999999,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.783,"2026-05-23T17:55:35.027497Z"
153,"1","2026-05-23T17:56:10.834751Z","Registraion number has defect",153,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1643.png","[{""x"":43.15022888679799,""y"":44.91419957041708,""width"":1.6771407559814586,""height"":5.14980867424886,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":36.611594650152995,""y"":27.203049576203647,""width"":26.543668774383672,""height"":39.8771370673985,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.459,"2026-05-23T17:56:10.834760Z"
154,"1","2026-05-23T17:56:38.514124Z","",154,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1644.png","[{""x"":39.682987623816004,""y"":43.50344625788406,""width"":4.985152914146948,""height"":5.364458027179928,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.964619667585694,""y"":25.134335253199673,""width"":30.48377440926593,""height"":40.83056901151835,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.332,"2026-05-23T17:56:38.514134Z"
155,"1","2026-05-23T17:57:02.135840Z","",155,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1645.png","[{""x"":62.93633609414782,""y"":68.72608185253071,""width"":5.094248737428934,""height"":7.5913391022119345,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":20.71347065928691,""y"":27.84099730899245,""width"":47.68368742608066,""height"":50.16000680119728,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.259,"2026-05-23T17:57:02.135851Z"
156,"1","2026-05-23T17:57:32.583800Z","",156,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1646.png","[{""x"":22.812674632027004,""y"":76.37428458559931,""width"":8.671164148297022,""height"":8.746608160835697,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":22.566646001239935,""y"":25.542445184385798,""width"":42.81876420748089,""height"":59.88842896316536,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.076,"2026-05-23T17:57:32.583811Z"
157,"1","2026-05-23T17:59:18.531503Z","",157,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1647.png","[{""x"":50.05785636240354,""y"":52.50405239644853,""width"":3.7653973808277397,""height"":3.0584458639972487,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":49.89646426648674,""y"":34.53127385207859,""width"":18.431296699531018,""height"":22.489799786262562,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",105.517,"2026-05-23T17:59:18.531513Z"
158,"1","2026-05-23T18:00:40.899273Z","",158,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1648.png","[{""x"":28.439114384814268,""y"":65.00776927284451,""width"":7.004003040981739,""height"":5.253000053166455,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":27.381426334685223,""y"":28.434747986766595,""width"":21.533480303075542,""height"":43.60492963257565,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",81.976,"2026-05-23T18:00:40.899283Z"
159,"1","2026-05-23T18:02:13.768011Z","",159,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1649.png","[{""x"":51.498243438727,""y"":77.1853593346243,""width"":8.679479231246132,""height"":9.113462736051474,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":21.326720396776196,""y"":22.628681514795613,""width"":39.01632568712541,""height"":64.72407731967445,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",92.475,"2026-05-23T18:02:13.768021Z"
160,"1","2026-05-23T18:03:15.237906Z","Registraion number has defect",160,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1650.png","[{""x"":30.419508162843563,""y"":48.41910810881296,""width"":7.522215333746643,""height"":6.261611048037628,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":19.590824550526975,""y"":25.35647118876096,""width"":42.48811737962388,""height"":50.65096836486581,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",61.075,"2026-05-23T18:03:15.237916Z"
161,"1","2026-05-23T18:03:49.908521Z","",161,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1651.png","[{""x"":32.48605083694979,""y"":57.532548047117174,""width"":3.4717916924984578,""height"":5.951638129804383,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.40338912998553,""y"":14.817148085953413,""width"":40.834883240338904,""height"":49.47299344513073,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.219,"2026-05-23T18:03:49.908532Z"
162,"1","2026-05-23T18:04:42.863201Z","",162,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1652.png","[{""x"":30.915478404629056,""y"":39.5535567986108,""width"":4.546393883033613,""height"":4.401698783234376,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":30.75015499070056,""y"":6.447530435105067,""width"":32.81669766480677,""height"":39.92543745697906,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",52.484,"2026-05-23T18:04:42.863211Z"
163,"1","2026-05-23T18:05:09.123545Z","Registraion number has defect",163,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1653.png","[{""x"":29.262244265344084,""y"":71.17173393765958,""width"":6.860921678032657,""height"":7.253560544671463,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":29.179582558379813,""y"":28.51829844590888,""width"":37.280429840876245,""height"":51.20891792110914,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",32.517,"2026-05-23T18:05:18.575459Z"
164,"1","2026-05-23T18:06:10.169247Z","Registraion number has defect",164,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1654.png","[{""x"":65.46807191568503,""y"":62.61624832722017,""width"":7.026245091961142,""height"":8.24549996788212,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":14.300475304815036,""y"":4.3397480985057655,""width"":58.359165116759605,""height"":67.32795024895746,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.922,"2026-05-23T18:06:10.169258Z"
165,"1","2026-05-23T18:06:30.261223Z","",165,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1655.png","[{""x"":6.9435833849969,""y"":16.80099671210509,""width"":54.226079768547265,""height"":65.22008202317087,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",19.703,"2026-05-23T18:06:30.261234Z"
166,"1","2026-05-23T18:08:05.716089Z","Registraion number has defect",166,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1656.png","[{""x"":69.76648067782601,""y"":68.07191250397787,""width"":9.754081421781349,""height"":10.229389417906818,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.104980367844597,""y"":10.415378788756529,""width"":51.66356685265554,""height"":68.07191197379773,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",95.088,"2026-05-23T18:08:05.716099Z"
168,"1","2026-05-23T18:08:48.582546Z","",168,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1658.png","[{""x"":60.5910312047944,""y"":60.50837108837065,""width"":5.125025831783405,""height"":13.453188566990109,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":39.34697251498239,""y"":19.4048611585055,""width"":37.69373837569755,""height"":77.43332855011197,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.684,"2026-05-23T18:08:48.582557Z"
169,"1","2026-05-23T18:09:14.762560Z","",169,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1659.png","[{""x"":53.5045805984267,""y"":45.53836838585405,""width"":3.048345985854485,""height"":2.851403822291216,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":39.58908244043353,""y"":26.12587888876088,""width"":17.020689006089295,""height"":23.827213742049448,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.825,"2026-05-23T18:09:14.762569Z"
170,"1","2026-05-23T18:19:25.816547Z","",170,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1660.png","[{""x"":64.38509931076707,""y"":52.40636334990067,""width"":3.9071917790601103,""height"":4.732045604431436,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":36.7844595990907,""y"":23.372600825222364,""width"":31.659433767307288,""height"":35.647857947251296,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",610.696,"2026-05-23T18:19:25.816557Z"
171,"1","2026-05-23T19:47:43.454563Z","",171,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1661.png","[{""x"":42.087091898069495,""y"":43.96177312849576,""width"":7.022291592723802,""height"":6.943421214047088,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":34.3872700971275,""y"":18.536892028174137,""width"":29.096920851415586,""height"":51.89132500580674,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",2117.296,"2026-05-23T19:47:43.454573Z"
172,"1","2026-05-23T19:48:28.072989Z","",172,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1662.png","[{""x"":49.5468789045055,""y"":44.64120488075826,""width"":7.825960422650795,""height"":7.850423450725165,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":20.41744162016946,""y"":19.466839942783125,""width"":44.47199834676582,""height"":51.51890091276551,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",44.122,"2026-05-23T19:48:28.072999Z"
173,"1","2026-05-23T19:49:09.322925Z","",173,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1663.png","[{""x"":37.19017651966635,""y"":41.40201720760607,""width"":3.374945432268095,""height"":5.686056271335853,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":29.85333862343124,""y"":23.720246348013536,""width"":42.993870071937636,""height"":40.49934393235345,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",40.879,"2026-05-23T19:49:09.322935Z"
174,"1","2026-05-23T19:49:52.103321Z","",174,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1664.png","[{""x"":32.24514777760387,""y"":48.110818291400676,""width"":8.168346191141767,""height"":6.529783845352773,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.424589713257372,""y"":25.880203857833393,""width"":45.34165819873292,""height"":45.34165380670784,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",42.331,"2026-05-23T19:49:52.103331Z"
176,"1","2026-05-23T19:50:21.384010Z","",176,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1666.png","[{""x"":52.24219880140525,""y"":58.152510849349035,""width"":14.300475304815038,""height"":9.485430874147546,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":14.052490183922295,""y"":9.85749232395334,""width"":85.94750981607766,""height"":83.9448160914969,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",21.717,"2026-05-23T19:50:21.384021Z"
